
$GNRMC,193238.20,A,3330.7573605,N,11224.6143776,W,0.0070,220.701,240517,,,D*67
$GNRMC,193238.40,A,3330.7573609,N,11224.6143780,W,0.0183,320.696,240517,,,D*67
$GNRMC,193238.60,A,3330.7573609,N,11224.6143769,W,0.0213,046.722,240517,,,D*65
$GNRMC,193238.80,A,3330.7573597,N,11224.6143773,W,0.0267,161.345,240517,,,D*66
$GNRMC,193239.00,A,3330.7573612,N,11224.6143783,W,0.0281,317.918,240517,,,D*67
$GNRMC,193239.20,A,3330.7573607,N,11224.6143779,W,0.0041,334.177,240517,,,D*6A
$GNRMC,193239.40,A,3330.7573608,N,11224.6143783,W,0.0108,313.928,240517,,,D*6D
$GNRMC,193239.60,A,3330.7573608,N,11224.6143779,W,0.0076,303.996,240517,,,D*66
$GNRMC,193239.80,A,3330.7573609,N,11224.6143774,W,0.0080,011.941,240517,,,D*67
$GNRMC,193240.00,A,3330.7573608,N,11224.6143761,W,0.0280,078.243,240517,,,D*60
$GNRMC,193240.20,A,3330.7573607,N,11224.6143765,W,0.0102,058.123,240517,,,D*67
$GNRMC,193240.40,A,3330.7573606,N,11224.6143716,W,0.0136,300.310,240517,,,D*6F
$GNRMC,193240.60,A,3330.7573608,N,11224.6143707,W,0.0151,007.693,240517,,,D*68
$GNRMC,193240.80,A,3330.7573603,N,11224.6143709,W,0.0128,273.866,240517,,,D*68
$GNRMC,193241.00,A,3330.7573595,N,11224.6143698,W,0.0195,144.718,240517,,,D*63
$GNRMC,193241.20,A,3330.7573604,N,11224.6143708,W,0.0230,318.505,240517,,,D*6B
$GNRMC,193241.40,A,3330.7573580,N,11224.6143668,W,0.0287,193.586,240517,,,D*63
$GNRMC,193241.60,A,3330.7573591,N,11224.6143660,W,0.0256,059.232,240517,,,D*6A
$GNRMC,193241.80,A,3330.7573584,N,11224.6143657,W,0.0219,091.929,240517,,,D*6A
$GNRMC,193242.00,A,3330.7573584,N,11224.6143666,W,0.0111,302.329,240517,,,D*6B
$GNRMC,193242.20,A,3330.7573581,N,11224.6143664,W,0.0167,308.645,240517,,,D*6A
$GNRMC,193242.40,A,3330.7573583,N,11224.6143657,W,0.0243,204.348,240517,,,D*6E
$GNRMC,193242.60,A,3330.7573576,N,11224.6143654,W,0.0184,197.299,240517,,,D*69
$GNRMC,193242.80,A,3330.7573579,N,11224.6143654,W,0.0137,309.818,240517,,,D*66
$GNRMC,193243.00,A,3330.7573583,N,11224.6143658,W,0.0430,316.531,240517,,,D*6C
$GNRMC,193243.20,A,3330.7573571,N,11224.6143642,W,0.0102,072.395,240517,,,D*65
$GNRMC,193243.40,A,3330.7573576,N,11224.6143634,W,0.0297,055.828,240517,,,D*62
$GNRMC,193243.60,A,3330.7573567,N,11224.6143629,W,0.0358,094.773,240517,,,D*62
$GNRMC,193243.80,A,3330.7573568,N,11224.6143642,W,0.0118,326.510,240517,,,D*65
$GNRMC,193244.00,A,3330.7573557,N,11224.6143640,W,0.0234,232.821,240517,,,D*62
$GNRMC,193244.20,A,3330.7573553,N,11224.6143629,W,0.0221,174.338,240517,,,D*6D
$GNRMC,193244.40,A,3330.7573557,N,11224.6143622,W,0.0168,086.111,240517,,,D*6F
$GNRMC,193244.60,A,3330.7573555,N,11224.6143625,W,0.0012,204.675,240517,,,D*69
$GNRMC,193244.80,A,3330.7573547,N,11224.6143621,W,0.0129,165.555,240517,,,D*6C
$GNRMC,193245.00,A,3330.7573544,N,11224.6143625,W,0.0191,218.888,240517,,,D*65
$GNRMC,193245.20,A,3330.7573554,N,11224.6143621,W,0.0251,316.427,240517,,,D*6B
$GNRMC,193245.40,A,3330.7573547,N,11224.6143609,W,0.0132,128.673,240517,,,D*6F
$GNRMC,193245.60,A,3330.7573548,N,11224.6143605,W,0.0192,101.160,240517,,,D*6A
$GNRMC,193245.80,A,3330.7573546,N,11224.6143610,W,0.0095,082.108,240517,,,D*6C
$GNRMC,193246.00,A,3330.7573544,N,11224.6143616,W,0.0079,204.417,240517,,,D*66
$GNRMC,193246.20,A,3330.7573542,N,11224.6143618,W,0.0091,201.771,240517,,,D*6C
$GNRMC,193246.40,A,3330.7573532,N,11224.6143591,W,0.0074,264.233,240517,,,D*64
$GNRMC,193246.60,A,3330.7573533,N,11224.6143587,W,0.0209,130.694,240517,,,D*63
$GNRMC,193246.80,A,3330.7573538,N,11224.6143590,W,0.0102,101.515,240517,,,D*60
$GNRMC,193247.00,A,3330.7573544,N,11224.6143606,W,0.0254,299.637,240517,,,D*6F
$GNRMC,193247.20,A,3330.7573535,N,11224.6143612,W,0.0518,241.109,240517,,,D*6E
$GNRMC,193247.40,A,3330.7573514,N,11224.6143605,W,0.0174,039.151,240517,,,D*63
$GNRMC,193247.60,A,3330.7573503,N,11224.6143621,W,0.0433,217.953,240517,,,D*63
$GNRMC,193247.80,A,3330.7573520,N,11224.6143609,W,0.0217,029.142,240517,,,D*61
$GNRMC,193248.00,A,3330.7573525,N,11224.6143616,W,0.0181,016.791,240517,,,D*65
$GNRMC,193248.20,A,3330.7573523,N,11224.6143637,W,0.0350,265.103,240517,,,D*67
$GNRMC,193248.40,A,3330.7573510,N,11224.6143630,W,0.0124,055.818,240517,,,D*65
$GNRMC,193248.60,A,3330.7573504,N,11224.6143633,W,0.0145,149.088,240517,,,D*6B
$GNRMC,193248.80,A,3330.7573513,N,11224.6143640,W,0.0227,327.944,240517,,,D*63
$GNRMC,193249.00,A,3330.7573513,N,11224.6143645,W,0.0295,276.410,240517,,,D*6F
$GNRMC,193249.20,A,3330.7573513,N,11224.6143640,W,0.0200,240.790,240517,,,D*6A
$GNRMC,193249.40,A,3330.7573514,N,11224.6143640,W,0.0254,204.467,240517,,,D*61
$GNRMC,193249.60,A,3330.7573533,N,11224.6143630,W,0.0401,034.666,240517,,,D*65
$GNRMC,193249.80,A,3330.7573519,N,11224.6143635,W,0.0122,176.409,240517,,,D*6E
$GNRMC,193250.00,A,3330.7573522,N,11224.6143637,W,0.0231,208.571,240517,,,D*61
$GNRMC,193250.20,A,3330.7573527,N,11224.6143643,W,0.0374,245.872,240517,,,D*62
$GNRMC,193250.40,A,3330.7573537,N,11224.6143631,W,0.0116,055.108,240517,,,D*61
$GNRMC,193250.60,A,3330.7573536,N,11224.6143645,W,0.0203,270.162,240517,,,D*6F
$GNRMC,193250.80,A,3330.7573532,N,11224.6143645,W,0.0223,229.274,240517,,,D*6F
$GNRMC,193251.00,A,3330.7573540,N,11224.6143639,W,0.0030,199.470,240517,,,D*62
$GNRMC,193251.20,A,3330.7573550,N,11224.6143654,W,0.0356,302.141,240517,,,D*6E
$GNRMC,193251.40,A,3330.7573536,N,11224.6143613,W,0.0109,190.336,240517,,,D*68
$GNRMC,193251.60,A,3330.7573544,N,11224.6143613,W,0.0107,093.961,240517,,,D*6B
